﻿Kód;Název ulice;Kód Obce;Název Obce;Kód Okresu;Název Okresu
25593;Klicperova;582786;Brno;3702;Brno-město
25607;Klidná;582786;Brno;3702;Brno-město
25615;Zábrdovická;582786;Brno;3702;Brno-město
25623;Klimešova;582786;Brno;3702;Brno-město
25631;Klíčova;582786;Brno;3702;Brno-město
25640;Klímova;582786;Brno;3702;Brno-město
25658;Klíny;582786;Brno;3702;Brno-město
25666;Klobásova;582786;Brno;3702;Brno-město
25674;Klobouček;582786;Brno;3702;Brno-město
25682;Kluchova;582786;Brno;3702;Brno-město
25691;Klusáčkova;582786;Brno;3702;Brno-město
25704;Kmochova;582786;Brno;3702;Brno-město
25712;Kneslova;582786;Brno;3702;Brno-město
25721;Kniesova;582786;Brno;3702;Brno-město
25739;Kobližná;582786;Brno;3702;Brno-město
25747;Kociánka;582786;Brno;3702;Brno-město
25755;Karáskovo náměstí;582786;Brno;3702;Brno-město
25763;Kocourkova;582786;Brno;3702;Brno-město
25771;Kohoutova;582786;Brno;3702;Brno-město
25780;Kohoutovická;582786;Brno;3702;Brno-město
25798;Kolaříkova;582786;Brno;3702;Brno-město
25801;Koláčkova;582786;Brno;3702;Brno-město
25810;Kolejní;582786;Brno;3702;Brno-město
25828;Koliště;582786;Brno;3702;Brno-město
25836;Kolískova;582786;Brno;3702;Brno-město
25844;Kollárova;582786;Brno;3702;Brno-město
25852;U pošty;582786;Brno;3702;Brno-město
25861;Kepákova;582786;Brno;3702;Brno-město
25879;Komárovská;582786;Brno;3702;Brno-město
25887;Komínská;582786;Brno;3702;Brno-město
25895;Ke Svratce;582786;Brno;3702;Brno-město
25909;Kikrleho;582786;Brno;3702;Brno-město
25917;Komprdova;582786;Brno;3702;Brno-město
25925;Konečného;582786;Brno;3702;Brno-město
25933;Konopná;582786;Brno;3702;Brno-město
25941;Kobylín;582786;Brno;3702;Brno-město
25950;Komárovské nábřeží;582786;Brno;3702;Brno-město
25968;Konradova;582786;Brno;3702;Brno-město
25976;Kopaniny;582786;Brno;3702;Brno-město
25984;Kopečná;582786;Brno;3702;Brno-město
25992;Korejská;582786;Brno;3702;Brno-město
26000;Valašská;582786;Brno;3702;Brno-město
26018;Kořenského;582786;Brno;3702;Brno-město
26026;Kosatcová;582786;Brno;3702;Brno-město
26034;Komenského náměstí;582786;Brno;3702;Brno-město
26042;Kosíkova;582786;Brno;3702;Brno-město
26051;Kosmákova;582786;Brno;3702;Brno-město
26069;Kostelíček;582786;Brno;3702;Brno-město
26077;Kostelní zmola;582786;Brno;3702;Brno-město
26085;Košinova;582786;Brno;3702;Brno-město
26093;Košťálová;582786;Brno;3702;Brno-město
26107;Košuličova;582786;Brno;3702;Brno-město
26115;Kotěrova;582786;Brno;3702;Brno-město
26123;Kotkova;582786;Brno;3702;Brno-město
26131;Kotlářská;582786;Brno;3702;Brno-město
26140;Kotulánova;582786;Brno;3702;Brno-město
26158;Kounicova;582786;Brno;3702;Brno-město
26166;Koutného;582786;Brno;3702;Brno-město
26174;Kouty;582786;Brno;3702;Brno-město
26182;Kovařovicova;582786;Brno;3702;Brno-město
26191;Kovácká;582786;Brno;3702;Brno-město
26204;Kovárenská;582786;Brno;3702;Brno-město
26212;Kovářská;582786;Brno;3702;Brno-město
26221;Kozákova;582786;Brno;3702;Brno-město
26239;Kozinova;582786;Brno;3702;Brno-město
26247;Kozí;582786;Brno;3702;Brno-město
26255;Koželužská;582786;Brno;3702;Brno-město
26263;Krajní;582786;Brno;3702;Brno-město
26271;Krameriova;582786;Brno;3702;Brno-město
26280;Krasová;582786;Brno;3702;Brno-město
26298;Kratina;582786;Brno;3702;Brno-město
26301;Krausova;582786;Brno;3702;Brno-město
26310;Kraví hora;582786;Brno;3702;Brno-město
26328;Králova;582786;Brno;3702;Brno-město
26336;Královka;582786;Brno;3702;Brno-město
26344;Královopolská;582786;Brno;3702;Brno-město
26352;Krásného;582786;Brno;3702;Brno-město
26361;Krátká;582786;Brno;3702;Brno-město
26379;Krejčího;582786;Brno;3702;Brno-město
26387;Kremličkova;582786;Brno;3702;Brno-město
26395;Kristenova;582786;Brno;3702;Brno-město
26409;Kroftova;582786;Brno;3702;Brno-město
26417;Konečného náměstí;582786;Brno;3702;Brno-město
26425;Krokova;582786;Brno;3702;Brno-město
26433;Kroměřížská;582786;Brno;3702;Brno-město
26441;Krondlova;582786;Brno;3702;Brno-město
26450;Kronova;582786;Brno;3702;Brno-město
26468;Kroupova;582786;Brno;3702;Brno-město
26476;Krymská;582786;Brno;3702;Brno-město
26484;Křehlíkova;582786;Brno;3702;Brno-město
26492;Křenová;582786;Brno;3702;Brno-město
26506;Křivánky;582786;Brno;3702;Brno-město
26514;Koniklecová;582786;Brno;3702;Brno-město
26522;Křižíkova;582786;Brno;3702;Brno-město
26531;Konopiska;582786;Brno;3702;Brno-město
26549;Křížkovského;582786;Brno;3702;Brno-město
26557;Křídlovická;582786;Brno;3702;Brno-město
26565;Křížová;582786;Brno;3702;Brno-město
26573;Křtinská;582786;Brno;3702;Brno-město
26581;Kšírova;582786;Brno;3702;Brno-město
26590;Kubánská;582786;Brno;3702;Brno-město
26603;Kubelíkova;582786;Brno;3702;Brno-město
26611;Kubíčkova;582786;Brno;3702;Brno-město
26620;Kubíkova;582786;Brno;3702;Brno-město
26638;Kubova;582786;Brno;3702;Brno-město
26646;Kučerova;582786;Brno;3702;Brno-město
26654;Kudelova;582786;Brno;3702;Brno-město
26662;Kudrnova;582786;Brno;3702;Brno-město
26671;Oderská;582786;Brno;3702;Brno-město
26689;Kuklenská;582786;Brno;3702;Brno-město
26697;Kuldova;582786;Brno;3702;Brno-město
26701;Kulkova;582786;Brno;3702;Brno-město
26719;Kunešova;582786;Brno;3702;Brno-město
26727;Kunštátská;582786;Brno;3702;Brno-město
26735;Kunzova;582786;Brno;3702;Brno-město
26743;Kupkova;582786;Brno;3702;Brno-město
26751;Kurská;582786;Brno;3702;Brno-město
26760;Kuršova;582786;Brno;3702;Brno-město
26778;Kuřimská;582786;Brno;3702;Brno-město
26786;Kvapilova;582786;Brno;3702;Brno-město
26794;Květinářská;582786;Brno;3702;Brno-město
26808;Květná;582786;Brno;3702;Brno-město
26816;Kyjevská;582786;Brno;3702;Brno-město
26824;Kytnerova;582786;Brno;3702;Brno-město
26832;Körnerova;582786;Brno;3702;Brno-město
26841;Lacinova;582786;Brno;3702;Brno-město
26859;Ladova;582786;Brno;3702;Brno-město
26867;Langrova;582786;Brno;3702;Brno-město
26875;Laštůvkova;582786;Brno;3702;Brno-město
26883;Lazaretní;582786;Brno;3702;Brno-město
26891;Lány;582786;Brno;3702;Brno-město
26905;Ledárenská;582786;Brno;3702;Brno-město
26913;Leitnerova;582786;Brno;3702;Brno-město
26921;Lelekovická;582786;Brno;3702;Brno-město
26930;Lelkova;582786;Brno;3702;Brno-město
26948;Hradecká;582786;Brno;3702;Brno-město
26956;Lerchova;582786;Brno;3702;Brno-město
26964;Kopretinová;582786;Brno;3702;Brno-město
26972;Lesnická;582786;Brno;3702;Brno-město
26981;Lesní;582786;Brno;3702;Brno-město
26999;Letní;582786;Brno;3702;Brno-město
27006;Letovická;582786;Brno;3702;Brno-město
27014;Libušino údolí;582786;Brno;3702;Brno-město
27022;Kořískova;582786;Brno;3702;Brno-město
27031;Lidická;582786;Brno;3702;Brno-město
27049;Liliová;582786;Brno;3702;Brno-město
27057;Krkoškova;582786;Brno;3702;Brno-město
27065;Lipová;582786;Brno;3702;Brno-město
27073;Lipská;582786;Brno;3702;Brno-město
27081;Liští;582786;Brno;3702;Brno-město
27090;Lískovecká;582786;Brno;3702;Brno-město
27103;Lísky;582786;Brno;3702;Brno-město
27111;Líšeňská;582786;Brno;3702;Brno-město
27120;Nádvorní;582786;Brno;3702;Brno-město
27138;Lomená;582786;Brno;3702;Brno-město
27146;Loosova;582786;Brno;3702;Brno-město
27154;Loučky;582786;Brno;3702;Brno-město
27162;Loučná;582786;Brno;3702;Brno-město
27171;Lovecká;582786;Brno;3702;Brno-město
27189;Lozíbky;582786;Brno;3702;Brno-město
27197;Luční;582786;Brno;3702;Brno-město
27201;Ludmily Konečné;582786;Brno;3702;Brno-město
27219;Ludvíka Podéště;582786;Brno;3702;Brno-město
27227;Luh;582786;Brno;3702;Brno-město
27235;Lužánecká;582786;Brno;3702;Brno-město
27243;Křivánkovo náměstí;582786;Brno;3702;Brno-město
27251;Lužická;582786;Brno;3702;Brno-město
27260;Lužná;582786;Brno;3702;Brno-město
27278;Lužova;582786;Brno;3702;Brno-město
27286;Lýskova;582786;Brno;3702;Brno-město
27294;Macháčkova;582786;Brno;3702;Brno-město
27308;Jana Broskvy;582786;Brno;3702;Brno-město
27316;Kusákova;582786;Brno;3702;Brno-město
27324;Malátova;582786;Brno;3702;Brno-město
27332;K terminálu;582786;Brno;3702;Brno-město
27341;Malečkova;582786;Brno;3702;Brno-město
27359;Malešovská;582786;Brno;3702;Brno-město
27367;Malíkova;582786;Brno;3702;Brno-město
27375;Lavičky;582786;Brno;3702;Brno-město
27383;Malínská;582786;Brno;3702;Brno-město
27391;Malostranská;582786;Brno;3702;Brno-město
27405;Mandloňová;582786;Brno;3702;Brno-město
27413;Maničky;582786;Brno;3702;Brno-město
27421;Kosmova;582786;Brno;3702;Brno-město
27430;Marešova;582786;Brno;3702;Brno-město
27448;Marie Hübnerové;582786;Brno;3702;Brno-město
27456;Libušina třída;582786;Brno;3702;Brno-město
27464;Marie Kudeříkové;582786;Brno;3702;Brno-město
27472;Marie Majerové;582786;Brno;3702;Brno-město
27481;Marie Pujmanové;582786;Brno;3702;Brno-město
27499;Marie Steyskalové;582786;Brno;3702;Brno-město
27502;Markovičova;582786;Brno;3702;Brno-město
27511;Markéty Kuncové;582786;Brno;3702;Brno-město
27529;Martina Kříže;582786;Brno;3702;Brno-město
27537;Martina Ševčíka;582786;Brno;3702;Brno-město
27545;Martinkova;582786;Brno;3702;Brno-město
27553;Spolková;582786;Brno;3702;Brno-město
27561;Mařákova;582786;Brno;3702;Brno-město
27570;Maříkova;582786;Brno;3702;Brno-město
27588;Masarova;582786;Brno;3702;Brno-město
27596;Masarykova;582786;Brno;3702;Brno-město
27600;Masná;582786;Brno;3702;Brno-město
27618;Maškova;582786;Brno;3702;Brno-město
27626;Matalova;582786;Brno;3702;Brno-město
27634;Mateří;582786;Brno;3702;Brno-město
27642;Mathonova;582786;Brno;3702;Brno-město
27651;Matlachova;582786;Brno;3702;Brno-město
27669;Matulkova;582786;Brno;3702;Brno-město
27677;Matzenauerova;582786;Brno;3702;Brno-město
27685;Mazourova;582786;Brno;3702;Brno-město
27693;Máchalova;582786;Brno;3702;Brno-město
27707;Máchova;582786;Brno;3702;Brno-město
27715;Mácova;582786;Brno;3702;Brno-město
27723;Májová;582786;Brno;3702;Brno-město
27731;Mánesova;582786;Brno;3702;Brno-město
27740;Mášova;582786;Brno;3702;Brno-město
27758;Mečová;582786;Brno;3702;Brno-město
27766;Medlánecká;582786;Brno;3702;Brno-město
27774;Melatín;582786;Brno;3702;Brno-město
27782;Meluzínova;582786;Brno;3702;Brno-město
27791;Merhautova;582786;Brno;3702;Brno-město
27804;Lieberzeitova;582786;Brno;3702;Brno-město
27812;Lysická;582786;Brno;3702;Brno-město
27821;Meruňková;582786;Brno;3702;Brno-město
27839;Metodějova;582786;Brno;3702;Brno-město
27847;Meziboří;582786;Brno;3702;Brno-město
27855;Mezicestí;582786;Brno;3702;Brno-město
27863;Mezírka;582786;Brno;3702;Brno-město
27871;Mezníkova;582786;Brno;3702;Brno-město
27880;Měnínská;582786;Brno;3702;Brno-město
27898;Měřičkova;582786;Brno;3702;Brno-město
27901;Měšťanská;582786;Brno;3702;Brno-město
27910;Michalova;582786;Brno;3702;Brno-město
27928;Mifkova;582786;Brno;3702;Brno-město
27936;Mikšíčkova;582786;Brno;3702;Brno-město
27944;Mikulčická;582786;Brno;3702;Brno-město
27952;Mikulovská;582786;Brno;3702;Brno-město
27961;Milíčova;582786;Brno;3702;Brno-město
27979;Minoritská;582786;Brno;3702;Brno-město
27987;Míčkova;582786;Brno;3702;Brno-město
27995;Mahenova;582786;Brno;3702;Brno-město
28002;Mírová;582786;Brno;3702;Brno-město
28011;Mladá;582786;Brno;3702;Brno-město
28029;Přímá;582786;Brno;3702;Brno-město
28037;Mlýnská;582786;Brno;3702;Brno-město
28045;Modřická;582786;Brno;3702;Brno-město
28053;Makovského náměstí;582786;Brno;3702;Brno-město
28061;Mojžíšova;582786;Brno;3702;Brno-město
28070;Malá;582786;Brno;3702;Brno-město
28096;Mokrohorská;582786;Brno;3702;Brno-město
28100;Molákova;582786;Brno;3702;Brno-město
28118;Moldavská;582786;Brno;3702;Brno-město
28126;Moravanská;582786;Brno;3702;Brno-město
28134;Moravská;582786;Brno;3702;Brno-město
28142;Skácelova;582786;Brno;3702;Brno-město
28151;Mostecká;582786;Brno;3702;Brno-město
28169;Mošnova;582786;Brno;3702;Brno-město
28177;Mozartova;582786;Brno;3702;Brno-město
28185;Mozolky;582786;Brno;3702;Brno-město
28193;Mrkosova;582786;Brno;3702;Brno-město
28207;Muchova;582786;Brno;3702;Brno-město
28215;Mučednická;582786;Brno;3702;Brno-město
28223;Muzejní;582786;Brno;3702;Brno-město
28231;Musilova;582786;Brno;3702;Brno-město
28240;Musorgského;582786;Brno;3702;Brno-město
28258;Mutěnická;582786;Brno;3702;Brno-město
28266;Ečerova;582786;Brno;3702;Brno-město
28274;Myslbekova;582786;Brno;3702;Brno-město
28282;Myslivecká;582786;Brno;3702;Brno-město
28291;Myslivečkova;582786;Brno;3702;Brno-město
28304;Myslivní;582786;Brno;3702;Brno-město
28312;Myslínova;582786;Brno;3702;Brno-město
28321;Na kovárně;582786;Brno;3702;Brno-město
28339;Malinovského náměstí;582786;Brno;3702;Brno-město
28347;Mariánské náměstí;582786;Brno;3702;Brno-město
28355;Na lukách;582786;Brno;3702;Brno-město
28363;Na mlatech;582786;Brno;3702;Brno-město
28371;Na návsi;582786;Brno;3702;Brno-město
28380;Na rychtě;582786;Brno;3702;Brno-město
28398;Nad kašnou;582786;Brno;3702;Brno-město
28401;Mechová;582786;Brno;3702;Brno-město
28410;Navrátilova;582786;Brno;3702;Brno-město
28428;Mendlovo náměstí;582786;Brno;3702;Brno-město
28436;Nálepkova;582786;Brno;3702;Brno-město
28444;Mikuláškovo náměstí;582786;Brno;3702;Brno-město
28452;náměstí Karla IV.;582786;Brno;3702;Brno-město
28461;Minská;582786;Brno;3702;Brno-město
28479;Mlaty;582786;Brno;3702;Brno-město
28487;Mlýnské nábřeží;582786;Brno;3702;Brno-město
28495;Modřínová;582786;Brno;3702;Brno-město
28509;Mojmírovo náměstí;582786;Brno;3702;Brno-město
28517;Moravanské lány;582786;Brno;3702;Brno-město
28533;Moravské náměstí;582786;Brno;3702;Brno-město
28541;náměstí Míru;582786;Brno;3702;Brno-město
28550;Nad lomem;582786;Brno;3702;Brno-město
28568;Nachová;582786;Brno;3702;Brno-město
28576;náměstí Odboje;582786;Brno;3702;Brno-město
28584;náměstí Vojtěšky Matyášové;582786;Brno;3702;Brno-město
28592;náměstí Republiky;582786;Brno;3702;Brno-město
28606;náměstí SNP;582786;Brno;3702;Brno-město
28614;náměstí 28. dubna;582786;Brno;3702;Brno-město
28622;Obilní trh;582786;Brno;3702;Brno-město
28631;náměstí Svobody;582786;Brno;3702;Brno-město
28649;náměstí Svornosti;582786;Brno;3702;Brno-město
28657;Náplavka;582786;Brno;3702;Brno-město
28665;Nárožní;582786;Brno;3702;Brno-město
28673;Návrší Svobody;582786;Brno;3702;Brno-město
28681;Nedbalova;582786;Brno;3702;Brno-město
28690;Nejedlého;582786;Brno;3702;Brno-město
28703;Neklanova;582786;Brno;3702;Brno-město
28711;Neklež;582786;Brno;3702;Brno-město
28720;Nerudova;582786;Brno;3702;Brno-město
28738;Nešverova;582786;Brno;3702;Brno-město
28746;Netroufalky;582786;Brno;3702;Brno-město
28754;Netušilova;582786;Brno;3702;Brno-město
28762;Neumannova;582786;Brno;3702;Brno-město
28771;Neužilova;582786;Brno;3702;Brno-město
28789;Nevrklova;582786;Brno;3702;Brno-město
28797;Nezamyslova;582786;Brno;3702;Brno-město
28801;Nezvalova;582786;Brno;3702;Brno-město
28819;Nivky;582786;Brno;3702;Brno-město
28827;Nohavicova;582786;Brno;3702;Brno-město
28835;Nopova;582786;Brno;3702;Brno-město
28843;Houbalova;582786;Brno;3702;Brno-město
28851;Nouzová;582786;Brno;3702;Brno-město
28860;Nová;582786;Brno;3702;Brno-město
28878;Nováčkova;582786;Brno;3702;Brno-město
28886;Novobranská;582786;Brno;3702;Brno-město
28894;Novoměstská;582786;Brno;3702;Brno-město
28908;Novotného;582786;Brno;3702;Brno-město
28916;Nové sady;582786;Brno;3702;Brno-město
28924;náměstí 3. května;582786;Brno;3702;Brno-město
28932;Obecká;582786;Brno;3702;Brno-město
28941;Obecní;582786;Brno;3702;Brno-město
28959;Obilní;582786;Brno;3702;Brno-město
28967;Oblá;582786;Brno;3702;Brno-město
28975;Obřanská;582786;Brno;3702;Brno-město
28983;Obůrky;582786;Brno;3702;Brno-město
28991;Ochozská;582786;Brno;3702;Brno-město
29009;Odlehlá;582786;Brno;3702;Brno-město
29017;Okrajová;582786;Brno;3702;Brno-město
29025;Okružní;582786;Brno;3702;Brno-město
29033;Olomoucká;582786;Brno;3702;Brno-město
29041;náměstí 28. října;582786;Brno;3702;Brno-město
29050;Olšanského;582786;Brno;3702;Brno-město
29068;Olší;582786;Brno;3702;Brno-město
29076;Ondráčkova;582786;Brno;3702;Brno-město
29084;Ondrouškova;582786;Brno;3702;Brno-město
29092;Ondrova;582786;Brno;3702;Brno-město
29106;Ondřeje Veselého;582786;Brno;3702;Brno-město
29114;Opavská;582786;Brno;3702;Brno-město
29122;Na hrázi;582786;Brno;3702;Brno-město
29131;Opálkova;582786;Brno;3702;Brno-město
29149;Opletalova;582786;Brno;3702;Brno-město
29157;Optátova;582786;Brno;3702;Brno-město
29165;Opuštěná;582786;Brno;3702;Brno-město
29173;Orlí;582786;Brno;3702;Brno-město
29181;Ořechovská;582786;Brno;3702;Brno-město
29190;Ořešínská;582786;Brno;3702;Brno-město
29203;Osamělá;582786;Brno;3702;Brno-město
29211;Osiková;582786;Brno;3702;Brno-město
29220;Ostopovická;582786;Brno;3702;Brno-město
29238;Ostrá;582786;Brno;3702;Brno-město
29246;Ostrovačická;582786;Brno;3702;Brno-město
29254;Otakara Ševčíka;582786;Brno;3702;Brno-město
29262;Na klínku;582786;Brno;3702;Brno-město
29271;Otevřená;582786;Brno;3702;Brno-město
29289;Ovčírna;582786;Brno;3702;Brno-město
29297;Ovocná;582786;Brno;3702;Brno-město
29301;Padělíky;582786;Brno;3702;Brno-město
29319;Na Nivách;582786;Brno;3702;Brno-město
29327;Pahrbek;582786;Brno;3702;Brno-město
29335;Palírenská;582786;Brno;3702;Brno-město
29343;Na Padělkách;582786;Brno;3702;Brno-město
29351;Na zeliskách;582786;Brno;3702;Brno-město
29360;Palouk;582786;Brno;3702;Brno-město
29378;Panská;582786;Brno;3702;Brno-město
29386;Pastevní;582786;Brno;3702;Brno-město
29394;Pastrnkova;582786;Brno;3702;Brno-město
29408;Pastviny;582786;Brno;3702;Brno-město
29416;Pavlíkova;582786;Brno;3702;Brno-město
29424;Pavlovská;582786;Brno;3702;Brno-město
29432;Pechova;582786;Brno;3702;Brno-město
29441;Nové náměstí;582786;Brno;3702;Brno-město
29459;Pekařská;582786;Brno;3702;Brno-město
29467;Pekárenská;582786;Brno;3702;Brno-město
29475;Pellicova;582786;Brno;3702;Brno-město
29483;Pernštejnská;582786;Brno;3702;Brno-město
29491;Perunova;582786;Brno;3702;Brno-město
29505;Petlákova;582786;Brno;3702;Brno-město
29513;Petrov;582786;Brno;3702;Brno-město
29521;Petrůvky;582786;Brno;3702;Brno-město
29530;Petřvaldská;582786;Brno;3702;Brno-město
29548;Pěkná;582786;Brno;3702;Brno-město
29556;Pěšina;582786;Brno;3702;Brno-město
29564;Pionýrská;582786;Brno;3702;Brno-město
29581;Olbrachtovo náměstí;582786;Brno;3702;Brno-město
29599;Pisárecká;582786;Brno;3702;Brno-město
29602;Pivodova;582786;Brno;3702;Brno-město
29611;Pivoňkova;582786;Brno;3702;Brno-město
29629;Písečná;582786;Brno;3702;Brno-město
29637;Písečník;582786;Brno;3702;Brno-město
29645;Píškova;582786;Brno;3702;Brno-město
29653;Plachtova;582786;Brno;3702;Brno-město
29661;Plástky;582786;Brno;3702;Brno-město
29670;Plíže;582786;Brno;3702;Brno-město
29688;Plotní;582786;Brno;3702;Brno-město
29696;Plovdivská;582786;Brno;3702;Brno-město
29700;Pod Borovníkem;582786;Brno;3702;Brno-město
29718;Pod hejdou;582786;Brno;3702;Brno-město
29726;Pod Horkou;582786;Brno;3702;Brno-město
29734;Pod kaplí;582786;Brno;3702;Brno-město
29742;Pod kaštany;582786;Brno;3702;Brno-město
29751;Pod kopcem;582786;Brno;3702;Brno-město
29769;Pod Mniší horou;582786;Brno;3702;Brno-město
29777;Pod zahradami;582786;Brno;3702;Brno-město
29785;Podešvova;582786;Brno;3702;Brno-město
29793;Poděbradova;582786;Brno;3702;Brno-město
29807;Podhájí;582786;Brno;3702;Brno-město
29815;Podhorní;582786;Brno;3702;Brno-město
29823;Podhrázní;582786;Brno;3702;Brno-město
29831;Podlesí;582786;Brno;3702;Brno-město
29840;Podlipná;582786;Brno;3702;Brno-město
29858;Podlomní;582786;Brno;3702;Brno-město
29866;Podnásepní;582786;Brno;3702;Brno-město
29874;Podolská;582786;Brno;3702;Brno-město
29882;Podpěrova;582786;Brno;3702;Brno-město
29891;Podpísečná;582786;Brno;3702;Brno-město
29904;Podsedky;582786;Brno;3702;Brno-město
29912;Podsednická;582786;Brno;3702;Brno-město
29921;Podskalská;582786;Brno;3702;Brno-město
29939;Podstránská;582786;Brno;3702;Brno-město
29947;Podveská;582786;Brno;3702;Brno-město
29955;Podzimní;582786;Brno;3702;Brno-město
29963;Pohankova;582786;Brno;3702;Brno-město
29971;Pokorova;582786;Brno;3702;Brno-město
29980;Poledníkova;582786;Brno;3702;Brno-město
29998;Polívkova;582786;Brno;3702;Brno-město
30007;Polní;582786;Brno;3702;Brno-město
30015;Pomezní;582786;Brno;3702;Brno-město
30023;Pompova;582786;Brno;3702;Brno-město
30031;Ponávka;582786;Brno;3702;Brno-město
30040;Popelákova;582786;Brno;3702;Brno-město
30058;Popelova;582786;Brno;3702;Brno-město
30066;Poplužní;582786;Brno;3702;Brno-město
30074;Porhajmova;582786;Brno;3702;Brno-město
30082;Poříčí;582786;Brno;3702;Brno-město
30091;Pospíšilova;582786;Brno;3702;Brno-město
30104;Postranní;582786;Brno;3702;Brno-město
30112;Poštovská;582786;Brno;3702;Brno-město
30121;Potácelova;582786;Brno;3702;Brno-město
30139;Potocká;582786;Brno;3702;Brno-město
30147;Potoční;582786;Brno;3702;Brno-město
30155;Poznaňská;582786;Brno;3702;Brno-město
30163;Požární;582786;Brno;3702;Brno-město
30171;Pramenná;582786;Brno;3702;Brno-město
30180;Prašná;582786;Brno;3702;Brno-město
30198;Pratecká;582786;Brno;3702;Brno-město
30201;Pražákova;582786;Brno;3702;Brno-město
30210;Pražská;582786;Brno;3702;Brno-město
30228;Práčata;582786;Brno;3702;Brno-město
30236;Preslova;582786;Brno;3702;Brno-město
30244;Prodloužená;582786;Brno;3702;Brno-město
30252;Prokešova;582786;Brno;3702;Brno-město
30261;Prokofjevova;582786;Brno;3702;Brno-město
30279;Prokopa Velikého;582786;Brno;3702;Brno-město
30287;Prokopův kopec;582786;Brno;3702;Brno-město
30295;K Bukovinám;582786;Brno;3702;Brno-město
30309;Prostějovská;582786;Brno;3702;Brno-město
30317;Prostřední;582786;Brno;3702;Brno-město
30325;Provazníkova;582786;Brno;3702;Brno-město
30333;Ondříčkovo náměstí;582786;Brno;3702;Brno-město
30341;Prušánecká;582786;Brno;3702;Brno-město
30350;Průchodní;582786;Brno;3702;Brno-město
30368;Průjezdní;582786;Brno;3702;Brno-město
30376;Přadlácká;582786;Brno;3702;Brno-město
30384;Přední;582786;Brno;3702;Brno-město
30392;Přehradní;582786;Brno;3702;Brno-město
30406;Přerovská;582786;Brno;3702;Brno-město
